0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.9307692307692308,0.9548117154811715,0.957176843774782,0.9248511904761905,0.5431034482758621,0.5344129554655871,0.4582210242587601,0.6610878661087866,0.5116279069767442,0.4280701754385965,0.3626943005181347,0.4296482412060301,0.4364508393285372,0.33774834437086093,0.40117994100294985,0.4872881355932203,0.6408163265306123,0.5734597156398105,0.5260416666666666,0.5956112852664577,0.0,0.0
0.9555369127516778,0.9595761381475667,0.9511002444987775,0.9432477216238608,0.652014652014652,0.514637904468413,0.44758539458186103,0.7083333333333334,0.49665551839464883,0.42424242424242425,0.37947122861586313,0.4619799139167862,0.4583333333333333,0.4226086956521739,0.34626865671641793,0.5429769392033543,0.6678966789667896,0.49056603773584906,0.5289719626168224,0.6418181818181818,0.0,0.0
0.9500378501135504,0.9566692769511876,0.9585084033613446,0.9384881422924901,0.6948941469489415,0.520746887966805,0.5068649885583524,0.6103515625,0.4819734345351044,0.4060475161987041,0.43236409608091025,0.504725897920605,0.5279503105590062,0.38255698711595637,0.3909415971394517,0.4846743295019157,0.5798045602605864,0.5243179122182681,0.46915725456125107,0.6642771804062126,0.0,0.0
0.9561478933791917,0.9463519313304721,0.9415682062298604,0.9530215673713431,0.651285930408472,0.5220440881763527,0.4736218138707765,0.698874296435272,0.5169204737732657,0.394109396914446,0.39662447257383965,0.48520302821748107,0.48777173913043476,0.4028031687995125,0.38884585592563903,0.5199667221297837,0.65625,0.5443548387096774,0.5048622366288493,0.6374149659863946,0.0,0.0
0.9540908345630431,0.9589437819420784,0.9464082098061574,0.9418211120064464,0.6708360763660303,0.4971023824855119,0.519217801753203,0.6413449564134496,0.5631578947368421,0.4011299435028249,0.3842696629213483,0.5036789297658862,0.5049226441631505,0.366087477531456,0.43705941591137965,0.5132802124833997,0.5863157894736842,0.4421841541755889,0.5388471177944862,0.6266272189349112,0.0005346933739151894,0.0
0.9418662674650699,0.9577538703752296,0.9587615784798883,0.9487532890615211,0.6767567567567567,0.5176226675881134,0.49646464646464644,0.6262482168330956,0.5054095826893354,0.3809082483781279,0.4054353854686633,0.47343205574912894,0.49148936170212765,0.41790040376850607,0.37458745874587457,0.49351273426237385,0.637609649122807,0.46930946291560105,0.5082926829268293,0.6969124133585382,0.0,0.0
0.9518692634877994,0.9438377535101404,0.9454485342737492,0.9592918358141633,0.6561631139944393,0.5081053698074974,0.5112781954887218,0.628133704735376,0.5115052732502396,0.38517091959557054,0.40831663326653306,0.48679398618447783,0.512486427795874,0.3734206832007487,0.4150134048257373,0.4865403788634098,0.6434071222329163,0.4976574700676731,0.43992853952657435,0.5925389351684173,0.0,0.0
0.9599008300097014,0.9429336629583849,0.9462255454266106,0.9585115483319077,0.6476190476190476,0.4830003505082369,0.4948056944978838,0.627,0.5222222222222223,0.3717171717171717,0.40066539923954375,0.481839386871043,0.4835425856803529,0.38470233609645815,0.40747577295800647,0.4987489574645538,0.6505317198386505,0.5379310344827586,0.4986896293523025,0.6318499448326591,0.0,0.0
0.9499465621660136,0.9468196951112668,0.9523082450152686,0.9522999821013066,0.6918265221017514,0.5301391035548686,0.49335604770017033,0.6317948717948718,0.49686629526462395,0.38393489030431704,0.4118967452300786,0.5183645183645184,0.4852409638554217,0.3939393939393939,0.38272980501392756,0.5068880254327093,0.6622152395915161,0.5200471698113207,0.5231732776617954,0.6575154426904598,0.0,0.0
0.9480205735660848,0.9607091518926689,0.9569473181601146,0.9447696810969034,0.6511456023651145,0.47176879850147174,0.490086567997766,0.6699204627621114,0.5147058823529411,0.38996763754045305,0.37821720025109856,0.5307150050352467,0.5345303867403315,0.3878787878787879,0.39609929078014183,0.5293497363796134,0.684318414759139,0.4895287958115183,0.5343235648334003,0.621458710066305,3.929118698675887e-05,0.0
